sofifa_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,pred_labels,name,dribbling,passing,overall,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
227246,-4.156529390584924,2.9745056923578965,-3.1341834276380167,0.6363133276972591,-2.4686709665342943,1.2963972175341205,-1.3212765128198225,0.13814294880619166,-0.35905141259528134,-0.538318388554885,-1.3900632061240823,0.31397620570712187,-0.5214624274903579,0.8483287503685119,-0.9083072032454456,0.11472009637905844,-0.2749724679628584,0.291710136867409,-0.1119011499365331,-0.0036993870801520176,-0.33444692730858155,-0.08779015421040194,0.2140927860391781,0.5197264483306961,-0.10090330033172813,0.24789405347806284,-0.14555439969425066,0.8594654165004175,-0.23427282576400882,-0.1423547540821851,-0.18739605971913384,0.0006738024466519047,0.15611241108112509,-0.065120582195688,0.3803964497581452,-0.04935565682603001,0.20254269175268583,-0.03607707725919078,0.1956080977617859,-0.15512390085435607,-0.13019518802194702,-0.21138527817661626,-0.0719768283362906,0.05155844301806935,0.010746610374257535,-0.016033845388743365,0.001569469644156578,-0.006875288916189326,0.004148891388531113,15,L. Bronze,81.0,70.0,92,89.0,84.0,78,60,88,84,35,79,39,45,63,85,87,86,73,93,82,69,84,94,82,65,78,89,57,58,53,80,90,88,89,10,14,16,8,15
227316,-2.5287975083094794,3.7321334481706674,-4.353641847258301,1.8242983630818699,0.4010624367035436,1.0081992253741374,0.9798208314906347,-0.6685548221997895,-0.01197225141414669,-2.191193969946753,1.8719072132926944,-1.7060033881091345,0.7895461955365047,0.7132822184456166,-0.8003150110940034,0.5344863218498082,-1.4084486588807468,-0.46025789821412266,-0.3072450554504469,-0.16919223549109477,-0.48400887733123965,-0.6667952466332976,0.08191107311940363,-0.19945152922501908,0.5660840755878973,0.2784061819825176,-0.4387674497748046,0.39836320716397816,-0.33682388503820704,0.26152984501661447,-0.12972349122006216,-0.7951719166828847,-0.5259844207779613,0.03044577620116577,-0.2532737874123773,0.0029335479441780312,0.31350377430811577,0.07869008748340706,0.2324817923478828,-0.04443803366410517,0.016280247193983348,-0.1836355206438089,-0.16278501173685422,0.06471669743838344,-0.021535807389015886,-0.024936499166269183,0.014838285740565718,0.0067502724983774165,0.0034278289679725705,12,W. Renard,73.0,62.0,92,91.0,88.0,25,70,94,83,41,69,49,58,78,85,69,67,56,84,44,85,94,77,93,63,88,88,70,55,60,80,90,93,91,7,14,17,11,15
233746,-5.030640194242903,-3.7772702541752947,-3.835444808291693,2.0079532343421893,-1.0977648877053179,0.4381630737344149,0.336396511876518,0.17314446551773036,-0.8307843231227752,-0.5498529522278393,0.5249632201812491,1.5829431869027497,-0.07010074310586505,0.246152130787856,-0.40345593994432366,-0.39011204121316423,-0.17344009602988114,0.26457392163329585,0.286428477678852,0.2708339912720588,0.2054665054711749,-0.15515111988739289,-0.22929925123819067,-0.3019577693389971,0.31971908950478495,0.03933694923210195,0.13404096914558794,0.3489534310727374,0.26190901799296323,-0.272848621395689,0.06407747908400747,-0.35921449757628027,0.16089914440166958,0.02853746532747067,0.002539670951758844,0.14313557010482308,0.016635719266745595,-0.041454240002464046,0.07106229283834078,0.04778134467463609,-0.06454930102174965,-0.037393710282343715,-0.018653901135870416,-0.09244244620201969,-0.02213320514082093,-0.028735251342308175,0.018973492397217465,0.009890022577402402,-0.0167490922344307,7,V. Miedema,88.0,75.0,92,32.0,79.0,69,95,89,87,90,90,76,71,67,91,80,81,77,92,73,91,73,79,85,92,66,27,95,68,78,91,22,30,23,14,16,17,14,17
227125,-5.736747118100022,-3.296493769383068,-3.220706890041702,2.1669781889002846,-2.1195684857458423,0.13399265400318738,-0.6808858927555811,-0.7868153018180555,-0.524483916193886,0.08818321098423061,0.673643601087772,-0.4777192954275792,-0.08218182312516031,0.1357794048845575,-0.4421160980486464,-0.1347561272782452,-0.44900486709413334,-0.2529103841305593,0.9536381336024883,0.13097585789649016,0.7434140722204694,-0.040602627899818854,0.010351982946584837,-0.21445954899376443,0.10239635025627936,0.00879173289050883,0.06981068007176627,0.4437517669586627,0.12083030735329613,-0.07332894696807897,-0.340916393626063,-0.0531479049343955,-0.20674277237690028,-0.06410485530202127,-0.15639805257544648,0.03600585961521929,0.2662507073405499,0.24898328570643596,-0.08620530408321544,0.5270733813032475,-0.02122388416218072,0.21398492336286348,-0.14548818730417215,0.08835506143460362,-0.00923237818254539,0.03898853239572103,0.06402944209376088,0.01671560656114148,0.024350782004607593,7,S. Kerr,91.0,72.0,91,39.0,80.0,74,94,92,79,82,90,76,63,70,94,89,85,93,90,82,92,89,87,78,86,75,24,95,61,72,92,36,38,23,7,12,8,16,13
226301,-4.936463818065974,-2.937469531797039,-2.7337521656935477,1.998407566699211,-1.9131923233686312,-1.274534359988873,1.2155108799714953,2.3679614340565553,-0.9776306201696999,-0.26675734027916165,0.024089954728739555,1.111956575755648,-0.03605136854749889,0.22065780811234068,-0.8967951765756502,-0.1975770003388779,-0.44586920028065236,-0.46970114948939,-0.42526923307786346,0.3126226876918395,-1.0223605591418303,-0.43311436926965297,-0.08461430159626362,-0.12333722770923188,-0.0027266236137194924,-0.14076912773133626,0.12416357541417554,-0.4042530265031484,0.005497216963867922,-0.17429006588841892,0.3651578276677629,-0.14237985559945504,3.731254147687433e-05,0.6641997452913725,0.21589114568684672,-0.3745548220564173,-0.055312455203493115,0.31152392304106125,-0.09263656007578334,-0.23070533016613984,0.05607520081062156,-0.10691150373259967,-0.013561338616303388,0.015625411485342938,0.01998800942671317,0.03664199594980191,0.020523205928204856,0.00472398981828628,-0.0013617206105851366,7,A. Morgan,86.0,74.0,90,43.0,71.0,71,90,86,81,88,87,68,70,67,89,85,86,76,83,68,86,76,75,76,83,53,63,90,74,89,91,34,29,27,11,11,10,10,11
226308,-6.683193164692256,-2.169080439606984,-3.2816207058568154,-1.940325725276628,0.36265398832487716,-1.1435500674207204,-0.7040270803411486,0.6002695084531843,-0.4701033137724323,-0.06418057217444512,1.079877674400193,0.24923936507171585,0.7571928973138834,0.36517571702522356,1.5299519597954034,-0.19655560530939276,0.24458756226895076,-0.2371102282865019,0.002680145031871356,0.730048320958452,0.2713585260300181,-0.2834240280532234,0.6772092365364063,0.0993233961552707,0.3242758562296194,-0.019580146635303174,0.145750676426327,-0.535617847132868,-0.08485319669750088,-0.02494111835230626,0.46305604740100703,-0.17539814769036133,0.20585259404544734,0.019829590807802857,0.16020923809589546,-0.21305548650651632,-0.020437551222334573,0.08796825541488484,0.14085101572170006,-0.3534956081385005,0.09676035580225022,-0.2814909292132261,-0.1449275081320724,0.09822178221504187,-0.04653710972778428,0.01862165181264972,0.02179641638848524,-0.00775128592094667,-0.01423493151391018,7,D. Marozsán,89.0,90.0,90,55.0,76.0,89,81,61,92,88,90,93,94,84,92,84,81,80,89,79,89,61,82,75,90,74,71,84,91,93,89,51,46,53,8,10,15,9,12
226328,-5.576856553915363,-2.777304344151474,-3.0280315369188266,-1.4140584879987361,0.04012865140129505,1.036952613971857,0.9952921756418099,-0.9760253763395139,-0.8144301914931462,0.10027761197241696,0.9331903002994151,-0.16098521727167395,-0.22817545505033163,-0.2728426660795597,-0.11694154373400979,-1.3505800208534813,-0.898255682659074,0.35164570848069254,-0.15755763041317364,0.40499372474466505,-0.02573484954289177,-0.5970330568440675,-0.7909625894936594,0.12221001178552855,-0.2519988712986983,0.3010140876882103,0.37778546659502066,-0.13271378545141171,0.03692388940357609,0.43083100024308746,0.16177599300150616,-0.07087606817403512,-0.05043756716385927,-0.17874922144143587,-0.0711390295038341,0.14028568578720566,0.13235718949674732,0.05419350879407791,-0.000742343643904343,-0.07288924073439323,0.010963739537394856,-0.06845393576453242,0.03552627455856983,0.044201611860979796,-0.010971545145978619,-0.07167823423100585,-0.021923706623316098,0.009088371990503469,-0.012036938872473474,7,M. Rapinoe,89.0,90.0,90,49.0,66.0,91,89,76,90,74,92,90,88,89,91,72,70,81,87,69,82,73,64,65,87,67,47,89,89,92,90,46,46,48,15,12,14,14,11
226330,-5.75383715674272,-3.896003804034397,-2.0238951160728256,-2.133214469617893,0.20576484601099726,0.6042045989471249,0.5589852604266474,-1.6707352490521887,-0.6652883715446791,2.089245875664421,-1.360440490213274,1.7205754485253848,-0.5990453051778909,-0.6720513393712372,-0.0863488061407183,-1.025293284258817,-0.4963715576922359,0.19955900446184635,0.7624703032690007,0.6855724993001318,0.47708169567245584,-0.5823878373934711,-0.3263781135492681,-0.17426687894308263,-0.1707542566558076,-0.024460984391759644,0.10075601675028178,-0.27169772438929624,-0.21754923103112023,0.0925426817360925,0.021640435338666972,-0.11313235594374425,0.13285852036706128,-0.5969546367924248,-0.3212305679129345,0.06697517083123579,0.06863616919009886,0.14836821441228384,-0.18802142847595965,0.1417025308396922,0.11240532896355768,-0.010156415362649484,-0.015171589371198146,0.18046614596741492,-0.03649376708658348,-0.016971467336709768,0.01416722474527991,0.022817825906988,0.008398677738487672,7,T. Heath,93.0,89.0,90,36.0,64.0,93,79,63,88,81,95,88,79,87,94,78,76,88,87,80,75,58,70,61,77,65,23,88,90,82,92,31,38,39,12,7,7,16,8
227102,-5.899149387710895,-3.0711432366929206,-2.3088406303903555,-0.8480280030787731,-0.7479928420463473,0.13142090036901477,-0.38102427458377314,-1.3796855898131017,-0.9992715381488384,-0.3905880450942562,-0.011895975029693992,-0.3548378052575016,0.5723768466117066,-0.47577068031863934,0.45318550554151776,-0.3757429209148797,-0.4104051519457841,0.18768430006320025,0.5759324839094998,-0.16294884083274466,0.048928446552807946,-0.3188497337547999,-0.054677803785627206,-0.11842605953946146,0.23831781561660598,-0.28960234011598956,0.06935220792943005,0.0409399905829002,-0.06988866087488756,-0.15253858057801564,-0.19310522568304905,0.16392053633737164,0.16999019399966844,-0.738538799910077,-0.3594045344541738,0.17717345491712794,0.019818609379319646,-0.18727241736214686,0.0011843723316120633,0.16013136966411354,0.03086494153963643,-0.05416059471336095,0.25511070148400605,-0.0034421309165824326,-0.04707036912135096,-0.0012920650374380498,-0.013301841161533254,0.006240708067741027,0.004063900574771136,7,C. Hansen,89.0,86.0,90,45.0,75.0,88,86,75,87,82,92,86,77,84,90,86,88,85,87,75,79,68,84,74,82,66,24,86,85,80,84,45,50,46,17,11,15,13,9
227318,-5.225111719237901,2.1987871218692714,-4.318892121489797,-0.6023165013460426,0.13619603012968462,1.0391189552225346,0.024357724106077182,1.176031531970778,-0.16793169902758132,-0.6125459832625908,0.0036591465926446754,0.23594244297110806,0.29434466743837345,0.7153002629178655,-0.4557600055191098,0.25751725787078505,-0.4777346611394503,0.14360081926579238,-0.6160495298613878,0.24029867438397265,0.4116645831649268,-0.32460838137908565,0.6097451010107637,-0.24996950410719054,-0.1444615726483145,0.267907783760349,-0.2427607402915452,-0.10129220784303529,-0.200927856175289,0.09745529913905823,0.014222324484839044,0.29813693887523407,0.010579882398642737,-0.2493203190672239,0.11482686726021113,0.19076543918601127,0.16998523779263344,0.06831966052438072,0.11117291077630129,-0.032123756235375826,0.18053352486636265,-0.017103325053801608,0.06817004823402571,0.06439493965860052,-0.012598197303948911,0.006830659711646584,-0.016342764740905718,0.004475765083999825,-0.00014532176048048795,12,A. Henry,80.0,79.0,90,88.0,88.0,63,78,72,89,56,77,63,65,85,88,75,73,74,91,64,81,77,89,88,84,90,89,68,79,75,83,93,90,84,11,13,15,14,7
